"","entry_exit_provider_program_type_code","ee_uid","client_id","recordset_id_4110_recordset_id","start_date_4111","a_history_of_housing_and_homelessness_4177","b_risks_4178","c_socialization_daily_functioning_4179","d_wellness_4180","general_information_4176","pre_screen_total_4181","grand_total_adjusted_for_v2_0_4671","date_added_4110_date_added"
"2651","Emergency Shelter (HUD)",763311,386275,3428332,"2/8/2016",0,3,1,4,0,8,8,"2/8/2016"
"2652","Emergency Shelter (HUD)",763317,365204,1655592,"2/12/2015",1,0,0,0,1,2,2,"2/12/2015"
"2653","Emergency Shelter (HUD)",763324,303493,3182501,"12/11/2015",0,0,1,3,0,4,4,"12/11/2015"
"2654","Emergency Shelter (HUD)",763332,312018,2431648,"8/18/2015",0,4,3,4,0,11,11,"8/18/2015"
"2655","Emergency Shelter (HUD)",763332,312018,3637769,"3/30/2016",1,3,3,3,0,10,10,"3/30/2016"
"2656","Emergency Shelter (HUD)",763335,340879,1657023,"2/12/2015",1,2,2,6,0,11,11,"2/12/2015"
"2657","Emergency Shelter (HUD)",763335,340879,2109162,"6/2/2015",1,1,2,5,0,9,9,"6/2/2015"
"2658","Emergency Shelter (HUD)",763337,439946,3632476,"3/29/2016",1,2,2,2,0,7,7,"3/29/2016"
"2659","Emergency Shelter (HUD)",763342,324108,1725535,"11/11/2015",1,3,2,4,0,10,10,"3/3/2015"
"2660","Emergency Shelter (HUD)",763342,324108,2958500,"3/3/2015",1,2,2,5,0,10,10,"11/11/2015"
"2661","Emergency Shelter (HUD)",763342,324108,3586928,"3/18/2016",1,2,4,6,0,13,13,"3/18/2016"
"2662","Emergency Shelter (HUD)",763343,253143,2130859,"6/9/2015",1,1,2,3,0,7,7,"6/9/2015"
"2663","Emergency Shelter (HUD)",763343,253143,3272286,"1/4/2016",1,1,2,2,0,6,6,"1/4/2016"
"2664","Emergency Shelter (HUD)",763347,394327,1714222,"3/2/2015",1,1,3,3,0,8,8,"3/2/2015"
"2665","Emergency Shelter (HUD)",763349,347332,2274421,"7/20/2015",1,3,4,3,0,11,11,"7/20/2015"
"2666","Emergency Shelter (HUD)",763349,347332,3243392,"12/23/2015",1,4,1,6,0,12,12,"12/23/2015"
"2667","Emergency Shelter (HUD)",763354,391673,3102180,"11/30/2015",1,1,2,3,0,7,7,"11/30/2015"
"2668","Emergency Shelter (HUD)",763355,124764,2028369,"5/8/2015",1,2,4,4,0,11,11,"5/8/2015"
"2669","Emergency Shelter (HUD)",763355,124764,3608711,"3/23/2016",1,2,3,5,0,11,11,"3/23/2016"
"2670","Emergency Shelter (HUD)",763356,332819,2686121,"10/5/2015",1,1,0,2,0,4,4,"10/5/2015"
"2671","Emergency Shelter (HUD)",763361,420344,3294328,"1/7/2016",1,4,2,4,0,11,11,"1/7/2016"
"2672","Emergency Shelter (HUD)",763379,338144,1667463,"2/17/2015",1,3,1,3,1,9,9,"2/17/2015"
"2673","Emergency Shelter (HUD)",763382,351127,2967402,"11/12/2015",1,4,1,2,0,8,8,"11/12/2015"
"2674","Emergency Shelter (HUD)",763388,333867,2816702,"10/26/2015",1,2,2,4,0,9,9,"10/26/2015"
"2675","Emergency Shelter (HUD)",763555,379114,2288350,"7/22/2015",1,2,3,3,0,9,9,"7/22/2015"
"2676","Emergency Shelter (HUD)",763574,292869,2094117,"5/28/2015",1,2,2,4,0,9,9,"5/28/2015"
"2677","Emergency Shelter (HUD)",763576,303363,3494439,"2/25/2016",0,3,2,1,1,7,7,"2/25/2016"
"2678","Emergency Shelter (HUD)",763587,420344,3294328,"1/7/2016",1,4,2,4,0,11,11,"1/7/2016"
"2679","Emergency Shelter (HUD)",765003,356938,3654873,"4/4/2016",1,3,3,5,0,12,12,"4/4/2016"
"2680","Emergency Shelter (HUD)",765004,312018,2431648,"8/18/2015",0,4,3,4,0,11,11,"8/18/2015"
"2681","Emergency Shelter (HUD)",765004,312018,3637769,"3/30/2016",1,3,3,3,0,10,10,"3/30/2016"
"2682","Emergency Shelter (HUD)",765178,219155,1651624,"2/11/2015",1,3,1,3,0,8,8,"2/11/2015"
"2683","Emergency Shelter (HUD)",765178,219155,3441734,"2/10/2016",1,2,4,4,0,11,11,"2/10/2016"
"2684","Emergency Shelter (HUD)",765491,426571,3677336,"4/7/2016",0,1,2,4,0,7,7,"4/7/2016"
"2685","Emergency Shelter (HUD)",765687,374870,1668719,"2/17/2015",1,3,2,5,0,11,11,"2/17/2015"
"2686","Emergency Shelter (HUD)",765687,374870,3201370,"12/15/2015",1,3,3,5,0,12,12,"12/15/2015"
"2687","Emergency Shelter (HUD)",766073,352172,3695295,"4/12/2016",1,2,2,3,0,8,8,"4/12/2016"
"2688","Emergency Shelter (HUD)",766077,310617,3779327,"5/2/2016",1,1,2,5,0,9,9,"5/2/2016"
"2689","Emergency Shelter (HUD)",766081,305175,3609505,"3/23/2016",1,3,3,6,0,13,13,"3/23/2016"
"2690","Emergency Shelter (HUD)",766153,340466,3568662,"3/15/2016",1,4,4,4,0,13,13,"3/15/2016"
"2691","Emergency Shelter (HUD)",766184,304268,2468567,"8/25/2015",1,3,3,5,0,12,12,"8/25/2015"
"2692","Emergency Shelter (HUD)",766184,304268,3501733,"2/26/2016",1,2,4,7,0,14,14,"2/26/2016"
"2693","Emergency Shelter (HUD)",766402,415109,3581483,"3/17/2016",1,3,3,6,0,13,13,"3/17/2016"
"2694","Emergency Shelter (HUD)",766544,312450,3663938,"4/5/2016",1,3,3,6,0,13,13,"4/5/2016"
"2695","Emergency Shelter (HUD)",766558,303493,3182501,"12/11/2015",0,0,1,3,0,4,4,"12/11/2015"
"2696","Emergency Shelter (HUD)",766896,426586,3677345,"4/7/2016",1,1,4,5,0,11,11,"4/7/2016"
"2697","Emergency Shelter (HUD)",766969,394327,1714222,"3/2/2015",1,1,3,3,0,8,8,"3/2/2015"
"2698","Emergency Shelter (HUD)",767278,1072,3689800,"4/11/2016",1,2,4,2,0,9,9,"4/11/2016"
"2699","Emergency Shelter (HUD)",767324,426256,3654522,"4/4/2016",1,1,1,4,1,8,8,"4/4/2016"
"2700","Emergency Shelter (HUD)",769072,365204,1655592,"2/12/2015",1,0,0,0,1,2,2,"2/12/2015"
"2701","Emergency Shelter (HUD)",769074,335712,3112050,"12/1/2015",0,3,2,5,0,10,10,"12/1/2015"
"2702","Emergency Shelter (HUD)",769133,328623,3688616,"4/11/2016",1,3,1,4,0,9,9,"4/11/2016"
"2703","Emergency Shelter (HUD)",769187,328562,3547408,"3/9/2016",1,2,2,4,0,9,9,"3/9/2016"
"2704","Emergency Shelter (HUD)",769622,413263,2757302,"10/19/2015",1,2,0,1,0,4,4,"10/19/2015"
"2705","Emergency Shelter (HUD)",769861,326720,1656585,"2/12/2015",1,1,2,4,0,8,8,"2/12/2015"
"2706","Emergency Shelter (HUD)",770169,96062,3241603,"12/23/2015",1,3,3,5,0,12,12,"12/23/2015"
"2707","Emergency Shelter (HUD)",770176,351077,3398367,"2/3/2016",1,4,1,4,0,10,10,"2/3/2016"
"2708","Emergency Shelter (HUD)",770431,392489,1607203,"2/3/2015",1,3,2,1,0,7,7,"2/3/2015"
"2709","Emergency Shelter (HUD)",770431,392489,3762619,"4/27/2016",1,1,2,1,0,5,5,"4/27/2016"
"2710","Emergency Shelter (HUD)",770517,150391,3768635,"4/28/2016",1,3,2,4,0,10,10,"4/28/2016"
"2711","Emergency Shelter (HUD)",771842,120880,1975581,"4/27/2015",1,2,0,4,0,7,7,"4/27/2015"
"2712","Emergency Shelter (HUD)",771842,120880,3382179,"1/29/2016",1,2,1,4,0,8,8,"1/29/2016"
"2713","Emergency Shelter (HUD)",771938,399288,3773760,"4/29/2016",0,2,2,5,0,9,9,"4/29/2016"
"2714","Emergency Shelter (HUD)",772303,152641,2117543,"6/4/2015",1,3,2,4,0,10,10,"6/4/2015"
"2715","Emergency Shelter (HUD)",772303,152641,3532963,"3/7/2016",1,3,2,6,0,12,12,"3/7/2016"
"2716","Emergency Shelter (HUD)",772629,212720,2757729,"10/19/2015",1,3,2,4,0,10,10,"10/19/2015"
"2717","Emergency Shelter (HUD)",772629,212720,3504993,"2/29/2016",1,3,2,4,0,10,10,"2/29/2016"
"2718","Emergency Shelter (HUD)",772653,428222,3781198,"5/2/2016",1,3,2,3,0,9,9,"5/2/2016"
"2719","Emergency Shelter (HUD)",772665,165897,3744681,"4/22/2016",1,3,3,5,0,12,12,"4/22/2016"
"2720","Emergency Shelter (HUD)",772732,413133,3321061,"1/13/2016",1,3,3,6,0,13,13,"1/13/2016"
"2721","Emergency Shelter (HUD)",772740,185845,2686012,"10/5/2015",0,0,0,1,0,1,1,"10/5/2015"
"2722","Emergency Shelter (HUD)",772922,387681,3552764,"3/10/2016",1,4,3,4,0,12,12,"3/10/2016"
"2723","Emergency Shelter (HUD)",772979,428501,3798524,"5/5/2016",1,2,3,3,0,9,9,"5/5/2016"
"2724","Emergency Shelter (HUD)",774534,364063,3553292,"3/10/2016",1,4,3,6,0,14,14,"3/10/2016"
"2725","Emergency Shelter (HUD)",774724,398465,1959540,"4/21/2015",1,2,2,1,0,6,6,"4/21/2015"
"2726","Emergency Shelter (HUD)",774824,217982,2103119,"6/1/2015",1,4,3,4,0,12,12,"6/1/2015"
"2727","Emergency Shelter (HUD)",774824,217982,3655179,"4/4/2016",1,4,4,5,0,14,14,"4/4/2016"
"2728","Emergency Shelter (HUD)",775346,219155,1651624,"2/11/2015",1,3,1,3,0,8,8,"2/11/2015"
"2729","Emergency Shelter (HUD)",775346,219155,3441734,"2/10/2016",1,2,4,4,0,11,11,"2/10/2016"
"2730","Emergency Shelter (HUD)",775377,428842,3816977,"5/11/2016",1,4,2,4,0,11,11,"5/11/2016"
"2731","Emergency Shelter (HUD)",775609,102842,3812418,"5/10/2016",1,3,3,2,0,9,9,"5/10/2016"
"2732","Emergency Shelter (HUD)",775713,371814,3831870,"5/16/2016",1,2,2,2,0,7,7,"5/16/2016"
"2733","Emergency Shelter (HUD)",775719,302142,3688614,"4/11/2016",0,2,3,3,0,8,8,"4/11/2016"
"2734","Emergency Shelter (HUD)",775737,373049,2705205,"10/8/2015",1,1,3,5,0,10,10,"10/8/2015"
"2735","Emergency Shelter (HUD)",775737,373049,3545425,"3/9/2016",1,3,3,5,0,12,12,"3/9/2016"
"2736","Emergency Shelter (HUD)",776395,327752,1616145,"5/5/2016",1,4,4,6,0,15,15,"2/5/2015"
"2737","Emergency Shelter (HUD)",776395,327752,3798053,"5/5/2016",1,4,4,6,0,15,15,"5/5/2016"
"2738","Emergency Shelter (HUD)",776395,327752,3798093,"2/5/2015",1,4,4,6,0,15,15,"5/5/2016"
"2739","Emergency Shelter (HUD)",776403,429409,3845205,"5/18/2016",1,3,3,5,0,12,12,"5/18/2016"
"2740","Emergency Shelter (HUD)",776771,173933,3321448,"1/13/2016",1,1,3,3,0,8,8,"1/13/2016"
"2741","Emergency Shelter (HUD)",776771,173933,3740771,"4/21/2016",1,2,2,5,0,10,10,"4/21/2016"
"2742","Emergency Shelter (HUD)",776772,362983,3464276,"2/18/2016",1,3,1,2,0,7,7,"2/18/2016"
"2743","Emergency Shelter (HUD)",777512,367635,3020511,"11/18/2015",1,3,3,3,0,10,10,"11/18/2015"
"2744","Emergency Shelter (HUD)",777520,338251,1620674,"2/5/2015",0,3,2,2,0,7,7,"2/5/2015"
"2745","Emergency Shelter (HUD)",777520,338251,2354425,"8/4/2015",1,2,3,1,0,7,7,"8/4/2015"
"2746","Emergency Shelter (HUD)",777537,303344,1667218,"2/16/2015",1,4,2,4,0,11,11,"2/16/2015"
"2747","Emergency Shelter (HUD)",777936,197267,3867638,"5/24/2016",1,2,2,2,0,7,7,"5/24/2016"
"2748","Emergency Shelter (HUD)",777936,197267,3867655,"5/24/2016",0,0,0,0,0,0,0,"5/24/2016"
"2749","Emergency Shelter (HUD)",778448,387681,3552764,"3/10/2016",1,4,3,4,0,12,12,"3/10/2016"
"2750","Emergency Shelter (HUD)",778454,429725,3865660,"5/24/2016",1,0,3,2,1,7,7,"5/24/2016"
"2751","Emergency Shelter (HUD)",779456,335712,3112050,"12/1/2015",0,3,2,5,0,10,10,"12/1/2015"
"2752","Emergency Shelter (HUD)",779557,429801,3870943,"5/25/2016",0,1,2,3,0,6,6,"5/25/2016"
"2753","Emergency Shelter (HUD)",780901,350455,1604645,"2/3/2015",1,0,2,1,0,4,4,"2/3/2015"
"2754","Emergency Shelter (HUD)",781523,427333,3856714,"5/17/2016",1,3,4,4,0,12,12,"5/20/2016"
"2755","Emergency Shelter (HUD)",781710,108416,2127873,"6/8/2015",1,3,3,3,0,10,10,"6/8/2015"
"2756","Emergency Shelter (HUD)",781710,108416,3612766,"3/23/2016",1,4,4,5,0,14,14,"3/23/2016"
"2757","Emergency Shelter (HUD)",782517,332683,2285600,"7/21/2015",1,3,2,6,0,12,12,"7/21/2015"
"2758","Emergency Shelter (HUD)",782517,332683,3225889,"12/18/2015",1,3,4,6,0,14,14,"12/18/2015"
"2759","Emergency Shelter (HUD)",782970,341910,3826078,"5/12/2016",1,4,3,8,1,17,15,"5/12/2016"
"2760","Emergency Shelter (HUD)",783442,152641,2117543,"6/4/2015",1,3,2,4,0,10,10,"6/4/2015"
"2761","Emergency Shelter (HUD)",783442,152641,3532963,"3/7/2016",1,3,2,6,0,12,12,"3/7/2016"
"2762","Emergency Shelter (HUD)",784655,323218,1654667,"2/12/2015",1,3,2,5,0,11,11,"2/12/2015"
"2763","Emergency Shelter (HUD)",784655,323218,3790060,"5/4/2016",1,4,3,6,0,14,14,"5/4/2016"
"2764","Emergency Shelter (HUD)",785267,375230,1655995,"2/12/2015",0,2,3,3,0,8,8,"2/12/2015"
"2765","Emergency Shelter (HUD)",786099,231926,2180489,"6/24/2015",0,3,3,1,0,7,7,"6/24/2015"
"2766","Emergency Shelter (HUD)",786463,327656,3503980,"2/29/2016",1,3,3,6,0,13,13,"2/29/2016"
"2767","Emergency Shelter (HUD)",786521,338251,1620674,"2/5/2015",0,3,2,2,0,7,7,"2/5/2015"
"2768","Emergency Shelter (HUD)",786521,338251,2354425,"8/4/2015",1,2,3,1,0,7,7,"8/4/2015"
"2769","Emergency Shelter (HUD)",786526,396711,3453379,"2/16/2016",1,2,2,3,0,8,8,"2/16/2016"
"2770","Emergency Shelter (HUD)",786828,124785,3459600,"2/17/2016",1,3,3,5,0,12,12,"2/17/2016"
"2771","Emergency Shelter (HUD)",787225,324108,1725535,"11/11/2015",1,3,2,4,0,10,10,"3/3/2015"
"2772","Emergency Shelter (HUD)",787225,324108,2958500,"3/3/2015",1,2,2,5,0,10,10,"11/11/2015"
"2773","Emergency Shelter (HUD)",787225,324108,3586928,"3/18/2016",1,2,4,6,0,13,13,"3/18/2016"
"2774","Emergency Shelter (HUD)",787236,410357,2502811,"8/31/2015",0,3,4,5,0,12,12,"8/31/2015"
"2775","Emergency Shelter (HUD)",787236,410357,3554864,"3/11/2016",0,3,3,4,0,10,10,"3/11/2016"
"2776","Emergency Shelter (HUD)",787806,399132,3709367,"4/14/2016",0,2,4,4,0,10,10,"4/14/2016"
"2777","Emergency Shelter (HUD)",790032,310617,3779327,"5/2/2016",1,1,2,5,0,9,9,"5/2/2016"
"2778","Emergency Shelter (HUD)",791226,340196,2675540,"10/1/2015",0,1,4,5,0,10,10,"10/1/2015"
"2779","Emergency Shelter (HUD)",791226,340196,3768013,"4/28/2016",0,2,4,6,0,12,12,"4/28/2016"
"2780","Emergency Shelter (HUD)",791405,398301,2655428,"9/28/2015",1,3,2,3,0,9,9,"9/28/2015"
"2781","Emergency Shelter (HUD)",791471,354082,1599675,"2/2/2015",1,1,2,2,0,6,6,"2/2/2015"
"2782","Emergency Shelter (HUD)",791750,428448,3891085,"6/1/2016",1,3,3,6,0,13,13,"6/1/2016"
"2783","Emergency Shelter (HUD)",794298,300754,2417025,"8/14/2015",1,3,1,3,0,8,8,"8/14/2015"
"2784","Emergency Shelter (HUD)",794298,300754,3251393,"12/29/2015",1,3,1,1,0,6,6,"12/29/2015"
"2785","Emergency Shelter (HUD)",794300,300754,2417025,"8/14/2015",1,3,1,3,0,8,8,"8/14/2015"
"2786","Emergency Shelter (HUD)",794300,300754,3251393,"12/29/2015",1,3,1,1,0,6,6,"12/29/2015"
"2787","Emergency Shelter (HUD)",794362,303688,1663351,"2/16/2015",0,0,0,1,0,1,1,"2/16/2015"
"2788","Emergency Shelter (HUD)",794693,302145,2614807,"9/17/2015",1,3,3,4,0,11,11,"9/17/2015"
"2789","Emergency Shelter (HUD)",795652,338069,1570202,"1/27/2015",1,4,2,3,0,10,10,"1/27/2015"
"2790","Emergency Shelter (HUD)",796018,428222,3781198,"5/2/2016",1,3,2,3,0,9,9,"5/2/2016"
"2791","Emergency Shelter (HUD)",796273,152641,2117543,"6/4/2015",1,3,2,4,0,10,10,"6/4/2015"
"2792","Emergency Shelter (HUD)",796273,152641,3532963,"3/7/2016",1,3,2,6,0,12,12,"3/7/2016"
"2793","Emergency Shelter (HUD)",796817,339588,1593191,"1/31/2015",1,2,2,6,0,11,11,"1/31/2015"
"2794","Emergency Shelter (HUD)",796817,339588,2149130,"6/15/2015",0,4,4,6,0,14,14,"6/15/2015"
"2795","Emergency Shelter (HUD)",796880,326472,2647187,"9/24/2015",1,2,2,2,0,7,7,"9/24/2015"
"2796","Emergency Shelter (HUD)",798361,303858,3499166,"2/26/2016",1,1,2,4,0,8,8,"2/26/2016"
"2797","Emergency Shelter (HUD)",798364,300754,2417025,"8/14/2015",1,3,1,3,0,8,8,"8/14/2015"
"2798","Emergency Shelter (HUD)",798364,300754,3251393,"12/29/2015",1,3,1,1,0,6,6,"12/29/2015"
"2799","Emergency Shelter (HUD)",798366,309900,2446780,"8/20/2015",0,4,3,7,0,14,12,"8/20/2015"
"2800","Emergency Shelter (HUD)",798366,309900,3043363,"11/23/2015",1,4,4,4,0,13,13,"11/23/2015"
"2801","Emergency Shelter (HUD)",798370,327617,3067787,"11/25/2015",1,2,2,4,0,9,9,"11/25/2015"
"2802","Emergency Shelter (HUD)",798371,176815,1578775,"1/28/2015",1,2,3,2,0,8,8,"1/28/2015"
"2803","Emergency Shelter (HUD)",798375,231926,2180489,"6/24/2015",0,3,3,1,0,7,7,"6/24/2015"
"2804","Emergency Shelter (HUD)",798382,332589,2782425,"10/22/2015",1,4,3,2,0,10,10,"10/22/2015"
"2805","Emergency Shelter (HUD)",798397,322951,2237071,"7/10/2015",1,3,3,4,0,11,11,"7/10/2015"
"2806","Emergency Shelter (HUD)",798402,399926,1853030,"3/31/2015",1,1,3,2,0,7,7,"3/31/2015"
"2807","Emergency Shelter (HUD)",798405,394055,1695311,"2/24/2015",1,2,3,1,0,7,7,"2/24/2015"
"2808","Emergency Shelter (HUD)",798412,385588,2611146,"9/17/2015",1,3,3,2,1,10,10,"9/17/2015"
"2809","Emergency Shelter (HUD)",798419,380075,2521404,"9/3/2015",1,3,3,4,0,11,11,"9/3/2015"
"2810","Emergency Shelter (HUD)",798424,303367,1654585,"2/12/2015",1,3,2,0,0,6,6,"2/12/2015"
"2811","Emergency Shelter (HUD)",798429,251231,2931435,"11/9/2015",1,3,2,4,0,10,10,"11/9/2015"
"2812","Emergency Shelter (HUD)",798434,371011,3253315,"12/29/2015",0,2,2,0,0,4,4,"12/29/2015"
"2813","Emergency Shelter (HUD)",798435,155069,2658077,"9/28/2015",1,2,2,0,0,5,5,"9/28/2015"
"2814","Emergency Shelter (HUD)",798436,302348,1666920,"2/16/2015",1,2,1,0,0,4,4,"2/16/2015"
"2815","Emergency Shelter (HUD)",798439,355852,3117348,"12/1/2015",1,3,1,5,0,10,10,"12/1/2015"
"2816","Emergency Shelter (HUD)",798449,314214,2098004,"5/28/2015",1,1,1,3,0,6,6,"5/28/2015"
"2817","Emergency Shelter (HUD)",798459,354258,1653947,"2/12/2015",1,1,1,1,0,4,4,"2/12/2015"
"2818","Emergency Shelter (HUD)",798463,302252,1656809,"2/12/2015",1,1,1,1,0,4,4,"2/12/2015"
"2819","Emergency Shelter (HUD)",798464,346968,3098413,"11/30/2015",1,1,3,2,1,8,8,"11/30/2015"
"2820","Emergency Shelter (HUD)",798469,333867,2816702,"10/26/2015",1,2,2,4,0,9,9,"10/26/2015"
"2821","Emergency Shelter (HUD)",798471,350794,2829517,"10/27/2015",1,3,2,3,1,10,10,"10/27/2015"
"2822","Emergency Shelter (HUD)",798473,367830,2326588,"7/29/2015",0,2,2,5,0,9,9,"7/29/2015"
"2823","Emergency Shelter (HUD)",798474,343392,3125046,"12/2/2015",1,3,2,3,0,9,9,"12/2/2015"
"2824","Emergency Shelter (HUD)",798476,374870,1668719,"2/17/2015",1,3,2,5,0,11,11,"2/17/2015"
"2825","Emergency Shelter (HUD)",798476,374870,3201370,"12/15/2015",1,3,3,5,0,12,12,"12/15/2015"
"2826","Emergency Shelter (HUD)",798485,303359,1670238,"2/17/2015",1,1,2,2,1,7,7,"2/17/2015"
"2827","Emergency Shelter (HUD)",798485,303359,3065562,"11/25/2015",1,1,1,6,1,10,10,"11/25/2015"
"2828","Emergency Shelter (HUD)",798486,302449,1656077,"2/12/2015",1,1,2,2,0,6,6,"2/12/2015"
"2829","Emergency Shelter (HUD)",798488,386275,2275434,"7/20/2015",0,2,2,2,0,6,6,"7/20/2015"
"2830","Emergency Shelter (HUD)",798493,21891,1679549,"2/20/2015",1,3,1,5,0,10,10,"2/20/2015"
"2831","Emergency Shelter (HUD)",798497,302513,1672899,"2/18/2015",1,2,2,2,0,7,7,"2/18/2015"
"2832","Emergency Shelter (HUD)",798502,361423,2348926,"8/3/2015",1,1,2,2,0,6,6,"8/3/2015"
"2833","Emergency Shelter (HUD)",798506,303409,1961668,"4/22/2015",1,2,2,1,0,6,6,"4/22/2015"
"2834","Emergency Shelter (HUD)",798517,72946,2319764,"7/28/2015",1,3,2,5,0,11,11,"7/28/2015"
"2835","Emergency Shelter (HUD)",798518,310551,2376262,"8/7/2015",0,3,2,7,0,12,11,"8/7/2015"
"2836","Emergency Shelter (HUD)",798519,387816,2526332,"9/2/2015",1,1,2,4,0,8,8,"9/3/2015"
"2837","Emergency Shelter (HUD)",798521,346587,2712106,"10/9/2015",1,3,3,6,0,13,13,"10/9/2015"
"2838","Emergency Shelter (HUD)",798522,303313,1656636,"2/12/2015",1,3,2,2,0,8,8,"2/12/2015"
"2839","Emergency Shelter (HUD)",798535,394327,1714222,"3/2/2015",1,1,3,3,0,8,8,"3/2/2015"
"2840","Emergency Shelter (HUD)",798541,282894,3457998,"2/16/2016",1,2,1,2,0,6,6,"2/16/2016"
"2841","Emergency Shelter (HUD)",798565,166151,3366573,"1/27/2016",1,2,3,3,1,10,10,"1/27/2016"
"2842","Emergency Shelter (HUD)",798571,310259,3363115,"1/26/2016",1,3,2,4,0,10,10,"1/26/2016"
"2843","Emergency Shelter (HUD)",798580,399926,1853030,"3/31/2015",1,1,3,2,0,7,7,"3/31/2015"
"2844","Emergency Shelter (HUD)",798583,379826,2274197,"7/20/2015",1,2,2,4,0,9,9,"7/20/2015"
"2845","Emergency Shelter (HUD)",798589,303858,3499166,"2/26/2016",1,1,2,4,0,8,8,"2/26/2016"
"2846","Emergency Shelter (HUD)",798595,323409,3173354,"12/9/2015",1,2,2,4,1,10,9,"12/9/2015"
"2847","Emergency Shelter (HUD)",798597,347332,2274421,"7/20/2015",1,3,4,3,0,11,11,"7/20/2015"
"2848","Emergency Shelter (HUD)",798597,347332,3243392,"12/23/2015",1,4,1,6,0,12,12,"12/23/2015"
"2849","Emergency Shelter (HUD)",798598,418701,3186353,"12/11/2015",1,3,3,5,0,12,12,"12/11/2015"
"2850","Emergency Shelter (HUD)",798600,371011,3253315,"12/29/2015",0,2,2,0,0,4,4,"12/29/2015"
"2851","Emergency Shelter (HUD)",798602,302479,1774877,"3/12/2015",1,0,3,4,0,8,8,"3/12/2015"
"2852","Emergency Shelter (HUD)",798603,351127,2967402,"11/12/2015",1,4,1,2,0,8,8,"11/12/2015"
"2853","Emergency Shelter (HUD)",798606,386086,2132161,"6/9/2015",1,0,2,1,0,4,4,"6/9/2015"
"2854","Emergency Shelter (HUD)",798609,302238,1743156,"3/6/2015",1,3,2,5,0,11,11,"3/6/2015"
"2855","Emergency Shelter (HUD)",798617,314214,2098004,"5/28/2015",1,1,1,3,0,6,6,"5/28/2015"
"2856","Emergency Shelter (HUD)",798639,374870,1668719,"2/17/2015",1,3,2,5,0,11,11,"2/17/2015"
"2857","Emergency Shelter (HUD)",798639,374870,3201370,"12/15/2015",1,3,3,5,0,12,12,"12/15/2015"
"2858","Emergency Shelter (HUD)",798640,332819,2686121,"10/5/2015",1,1,0,2,0,4,4,"10/5/2015"
"2859","Emergency Shelter (HUD)",798654,386275,2275434,"7/20/2015",0,2,2,2,0,6,6,"7/20/2015"
"2860","Emergency Shelter (HUD)",798654,386275,3428332,"2/8/2016",0,3,1,4,0,8,8,"2/8/2016"
"2861","Emergency Shelter (HUD)",798658,376162,1578821,"1/28/2015",0,2,2,5,0,9,9,"1/28/2015"
"2862","Emergency Shelter (HUD)",798659,145949,2716344,"10/12/2015",1,2,3,5,0,11,10,"10/12/2015"
"2863","Emergency Shelter (HUD)",798663,333673,3221914,"12/18/2015",1,3,2,4,0,10,10,"12/18/2015"
"2864","Emergency Shelter (HUD)",798672,422813,3448938,"2/12/2016",1,1,1,1,0,4,4,"2/12/2016"
"2865","Emergency Shelter (HUD)",798676,387816,2526332,"9/2/2015",1,1,2,4,0,8,8,"9/3/2015"
"2866","Emergency Shelter (HUD)",798678,346587,2712106,"10/9/2015",1,3,3,6,0,13,13,"10/9/2015"
"2867","Emergency Shelter (HUD)",798683,303498,3013808,"11/18/2015",1,1,3,2,0,7,7,"11/18/2015"
"2868","Emergency Shelter (HUD)",798689,318015,3477362,"2/22/2016",1,3,2,5,0,11,10,"2/22/2016"
"2869","Emergency Shelter (HUD)",798690,338278,2814974,"10/26/2015",1,3,3,4,0,11,11,"10/26/2015"
"2870","Emergency Shelter (HUD)",798693,422028,3396639,"2/2/2016",1,2,2,2,0,7,7,"2/2/2016"
"2871","Emergency Shelter (HUD)",798695,332822,2193703,"6/29/2015",1,3,4,7,0,15,14,"6/29/2015"
"2872","Emergency Shelter (HUD)",798696,303903,3298600,"1/7/2016",1,1,2,4,0,8,8,"1/7/2016"
"2873","Emergency Shelter (HUD)",798800,355852,3117348,"12/1/2015",1,3,1,5,0,10,10,"12/1/2015"
"2874","Emergency Shelter (HUD)",799203,292869,2094117,"5/28/2015",1,2,2,4,0,9,9,"5/28/2015"
"2875","Emergency Shelter (HUD)",799677,327617,3067787,"11/25/2015",1,2,2,4,0,9,9,"11/25/2015"
"2876","Emergency Shelter (HUD)",799679,303841,1674221,"2/19/2015",1,3,2,4,1,11,11,"2/19/2015"
"2877","Emergency Shelter (HUD)",799699,303190,2807046,"10/26/2015",1,2,2,2,0,7,7,"10/26/2015"
"2878","Emergency Shelter (HUD)",799700,322951,2237071,"7/10/2015",1,3,3,4,0,11,11,"7/10/2015"
"2879","Emergency Shelter (HUD)",799718,340975,1672778,"2/18/2015",1,2,2,4,0,9,9,"2/18/2015"
"2880","Emergency Shelter (HUD)",799718,340975,1965214,"4/23/2015",0,3,3,5,0,11,11,"4/23/2015"
"2881","Emergency Shelter (HUD)",799719,305671,2180162,"6/24/2015",1,3,1,5,0,10,10,"6/24/2015"
"2882","Emergency Shelter (HUD)",799720,105846,1670747,"2/18/2015",1,0,3,3,0,7,7,"2/18/2015"
"2883","Emergency Shelter (HUD)",799725,323409,3173354,"12/9/2015",1,2,2,4,1,10,9,"12/9/2015"
"2884","Emergency Shelter (HUD)",799727,347332,2274421,"7/20/2015",1,3,4,3,0,11,11,"7/20/2015"
