"","entry_exit_provider_program_type_code","ee_uid","client_id","client_age_at_entry","client_age_at_exit","client_gender","client_primary_race","client_ethnicity","client_veteran_status"
"17236","Emergency Shelter (HUD)",751338,186467,20,20,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17237","Emergency Shelter (HUD)",751339,418755,43,43,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17238","Emergency Shelter (HUD)",751340,423650,34,34,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17239","Emergency Shelter (HUD)",751341,422350,41,41,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17240","Emergency Shelter (HUD)",751342,387816,58,58,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17241","Emergency Shelter (HUD)",751343,412812,34,34,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17242","Emergency Shelter (HUD)",751345,346406,25,25,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17243","Emergency Shelter (HUD)",751346,308925,53,53,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17244","Emergency Shelter (HUD)",751347,332822,33,33,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17245","Emergency Shelter (HUD)",751348,423347,32,32,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17246","Emergency Shelter (HUD)",751352,303411,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Data not collected (HUD)"
"17247","Emergency Shelter (HUD)",751353,422807,51,51,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17248","Emergency Shelter (HUD)",751354,422972,44,44,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17249","Emergency Shelter (HUD)",751355,327038,24,24,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17250","Emergency Shelter (HUD)",751356,309048,56,56,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17251","Emergency Shelter (HUD)",751357,352172,22,22,"Trans Female (MTF or Male to Female)","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17252","Emergency Shelter (HUD)",751358,417789,34,34,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17253","Emergency Shelter (HUD)",751359,349530,49,49,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17254","Emergency Shelter (HUD)",751360,370840,45,45,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17255","Emergency Shelter (HUD)",751361,390341,58,58,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17256","Emergency Shelter (HUD)",751362,303504,34,34,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17257","Emergency Shelter (HUD)",751363,403587,55,55,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17258","Emergency Shelter (HUD)",751364,422495,61,61,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17259","Emergency Shelter (HUD)",751366,320086,51,51,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17260","Emergency Shelter (HUD)",751367,221342,46,46,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17261","Emergency Shelter (HUD)",751368,423127,18,18,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17262","Emergency Shelter (HUD)",751369,327054,35,35,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17263","Emergency Shelter (HUD)",751370,422697,25,25,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17264","Emergency Shelter (HUD)",751371,407817,47,47,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17265","Emergency Shelter (HUD)",751372,422781,31,31,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17266","Emergency Shelter (HUD)",751373,282894,35,35,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17267","Emergency Shelter (HUD)",751374,397185,31,31,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17268","Emergency Shelter (HUD)",751375,420045,55,55,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17269","Emergency Shelter (HUD)",751376,419848,28,28,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17270","Emergency Shelter (HUD)",751377,355430,45,45,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17271","Emergency Shelter (HUD)",751379,302475,58,58,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17272","Emergency Shelter (HUD)",751380,351127,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17273","Emergency Shelter (HUD)",751381,399926,39,39,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17274","Emergency Shelter (HUD)",751382,420587,26,26,"Male","American Indian or Alaska Native (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17275","Emergency Shelter (HUD)",751383,336873,36,36,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17276","Emergency Shelter (HUD)",751384,155216,45,45,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17277","Emergency Shelter (HUD)",751385,393505,35,35,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17278","Emergency Shelter (HUD)",751386,196428,53,53,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17279","Emergency Shelter (HUD)",751387,410886,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17280","Emergency Shelter (HUD)",751388,422032,44,44,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17281","Emergency Shelter (HUD)",751389,382291,67,67,"Male","American Indian or Alaska Native (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17282","Emergency Shelter (HUD)",751390,333867,39,39,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17283","Emergency Shelter (HUD)",751391,303445,42,42,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17284","Emergency Shelter (HUD)",751392,229562,41,41,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17285","Emergency Shelter (HUD)",751393,400511,19,19,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17286","Emergency Shelter (HUD)",751394,349656,33,33,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17287","Emergency Shelter (HUD)",751395,256656,33,33,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17288","Emergency Shelter (HUD)",751396,422297,38,38,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17289","Emergency Shelter (HUD)",751397,302449,47,47,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17290","Emergency Shelter (HUD)",751403,409852,37,37,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17291","Emergency Shelter (HUD)",751404,420013,19,19,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17292","Emergency Shelter (HUD)",751405,333524,56,56,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17293","Emergency Shelter (HUD)",751406,327617,53,53,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17294","Emergency Shelter (HUD)",751425,421362,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17295","Emergency Shelter (HUD)",751426,415413,52,52,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17296","Emergency Shelter (HUD)",751427,417993,59,59,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17297","Emergency Shelter (HUD)",751428,366117,38,38,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17298","Emergency Shelter (HUD)",751436,420801,20,20,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17299","Emergency Shelter (HUD)",751437,299120,29,29,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17300","Emergency Shelter (HUD)",751438,313688,55,55,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17301","Emergency Shelter (HUD)",751439,303367,58,58,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17302","Emergency Shelter (HUD)",751440,419931,57,57,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17303","Emergency Shelter (HUD)",751762,306872,60,60,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17304","Emergency Shelter (HUD)",751763,351765,33,33,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17305","Emergency Shelter (HUD)",751764,338583,42,42,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17306","Emergency Shelter (HUD)",751765,251735,44,44,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17307","Emergency Shelter (HUD)",751766,415870,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17308","Emergency Shelter (HUD)",751767,305814,57,57,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17309","Emergency Shelter (HUD)",751768,423347,32,32,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17310","Emergency Shelter (HUD)",751769,307928,45,45,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17311","Emergency Shelter (HUD)",751770,373834,56,56,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17312","Emergency Shelter (HUD)",751771,385366,57,57,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17313","Emergency Shelter (HUD)",751772,389569,51,51,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17314","Emergency Shelter (HUD)",751773,307527,57,57,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17315","Emergency Shelter (HUD)",751774,422876,27,27,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17316","Emergency Shelter (HUD)",751775,474350,52,52,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17317","Emergency Shelter (HUD)",751776,166151,61,61,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17318","Emergency Shelter (HUD)",751777,412466,30,30,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17319","Emergency Shelter (HUD)",751778,313688,55,55,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17320","Emergency Shelter (HUD)",751779,419931,57,57,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17321","Emergency Shelter (HUD)",751780,397185,31,31,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17322","Emergency Shelter (HUD)",751781,422751,19,19,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17323","Emergency Shelter (HUD)",751782,389433,40,40,"Female","Native Hawaiian or Other Pacific Islander (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17324","Emergency Shelter (HUD)",751783,380497,56,56,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17325","Emergency Shelter (HUD)",751784,346587,41,41,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17326","Emergency Shelter (HUD)",751785,387681,31,31,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17327","Emergency Shelter (HUD)",751786,359195,27,27,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17328","Emergency Shelter (HUD)",751787,395188,41,41,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17329","Emergency Shelter (HUD)",751788,305175,56,56,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17330","Emergency Shelter (HUD)",751789,422028,50,50,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17331","Emergency Shelter (HUD)",751790,413992,39,39,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17332","Emergency Shelter (HUD)",751791,397924,37,37,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17333","Emergency Shelter (HUD)",751792,317053,43,43,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17334","Emergency Shelter (HUD)",751793,386275,41,41,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17335","Emergency Shelter (HUD)",751794,387816,58,58,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17336","Emergency Shelter (HUD)",751798,402794,34,34,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17337","Emergency Shelter (HUD)",751799,352172,22,22,"Trans Female (MTF or Male to Female)","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17338","Emergency Shelter (HUD)",751800,423909,52,52,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17339","Emergency Shelter (HUD)",751801,261303,39,39,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17340","Emergency Shelter (HUD)",751802,328118,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17341","Emergency Shelter (HUD)",751803,422057,20,20,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17342","Emergency Shelter (HUD)",751804,419686,39,39,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17343","Emergency Shelter (HUD)",751805,314214,28,28,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17344","Emergency Shelter (HUD)",751811,365496,56,56,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17345","Emergency Shelter (HUD)",751812,125101,47,47,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17346","Emergency Shelter (HUD)",751813,339228,47,47,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17347","Emergency Shelter (HUD)",751814,423650,34,34,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17348","Emergency Shelter (HUD)",751815,355961,53,53,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17349","Emergency Shelter (HUD)",751816,361988,63,63,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17350","Emergency Shelter (HUD)",751817,336873,36,36,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17351","Emergency Shelter (HUD)",751818,346406,25,25,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17352","Emergency Shelter (HUD)",751819,327038,24,24,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17353","Emergency Shelter (HUD)",751820,378217,36,36,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17354","Emergency Shelter (HUD)",751821,332822,33,33,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17355","Emergency Shelter (HUD)",751822,422350,41,41,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17356","Emergency Shelter (HUD)",751823,422781,31,31,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17357","Emergency Shelter (HUD)",751824,336499,34,34,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17358","Emergency Shelter (HUD)",751825,320086,51,51,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17359","Emergency Shelter (HUD)",751826,422972,44,44,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17360","Emergency Shelter (HUD)",751827,309048,56,56,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17361","Emergency Shelter (HUD)",751828,302538,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17362","Emergency Shelter (HUD)",751829,422807,51,51,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17363","Emergency Shelter (HUD)",751831,422697,25,25,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17364","Emergency Shelter (HUD)",751832,422495,61,61,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17365","Emergency Shelter (HUD)",751833,355430,45,45,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17366","Emergency Shelter (HUD)",751834,420045,55,55,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17367","Emergency Shelter (HUD)",751835,400511,19,19,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17368","Emergency Shelter (HUD)",751836,303367,58,58,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17369","Emergency Shelter (HUD)",751837,389287,51,51,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17370","Emergency Shelter (HUD)",751838,420801,20,20,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17371","Emergency Shelter (HUD)",751839,418733,47,47,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17372","Emergency Shelter (HUD)",751840,420587,26,26,"Male","American Indian or Alaska Native (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17373","Emergency Shelter (HUD)",751841,318631,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17374","Emergency Shelter (HUD)",751842,256656,33,33,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17375","Emergency Shelter (HUD)",751843,421865,61,61,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17376","Emergency Shelter (HUD)",751844,386086,55,55,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17377","Emergency Shelter (HUD)",751853,356941,62,62,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17378","Emergency Shelter (HUD)",751854,370840,45,45,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17379","Emergency Shelter (HUD)",751855,422813,45,45,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17380","Emergency Shelter (HUD)",751856,343392,38,38,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17381","Emergency Shelter (HUD)",751858,134203,58,58,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17382","Emergency Shelter (HUD)",751888,385875,20,20,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17383","Emergency Shelter (HUD)",751889,302595,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17384","Emergency Shelter (HUD)",752236,359208,60,60,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17385","Emergency Shelter (HUD)",752237,302497,66,66,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17386","Emergency Shelter (HUD)",752238,401340,59,59,"Male","White (HUD)","Hispanic/Latino (HUD)","No (HUD)"
"17387","Emergency Shelter (HUD)",752239,400023,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17388","Emergency Shelter (HUD)",752240,343803,62,62,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17389","Emergency Shelter (HUD)",752241,422768,53,53,"Male","","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17390","Emergency Shelter (HUD)",752242,415109,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17391","Emergency Shelter (HUD)",752243,344654,51,51,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17392","Emergency Shelter (HUD)",752244,8338,40,40,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17393","Emergency Shelter (HUD)",752245,412131,45,45,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17394","Emergency Shelter (HUD)",752250,307527,57,57,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17395","Emergency Shelter (HUD)",752251,415870,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17396","Emergency Shelter (HUD)",752252,412466,30,30,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17397","Emergency Shelter (HUD)",752253,389433,40,40,"Female","Native Hawaiian or Other Pacific Islander (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17398","Emergency Shelter (HUD)",752254,422751,19,19,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17399","Emergency Shelter (HUD)",752255,310259,39,39,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17400","Emergency Shelter (HUD)",752256,422057,20,20,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17401","Emergency Shelter (HUD)",752257,359195,27,27,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17402","Emergency Shelter (HUD)",752258,399367,54,54,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17403","Emergency Shelter (HUD)",752259,166151,61,61,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17404","Emergency Shelter (HUD)",752260,413992,39,39,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17405","Emergency Shelter (HUD)",752261,474350,52,52,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17406","Emergency Shelter (HUD)",752267,404740,44,44,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17407","Emergency Shelter (HUD)",752268,323409,62,62,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17408","Emergency Shelter (HUD)",752269,251226,32,32,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17409","Emergency Shelter (HUD)",752270,125101,47,47,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17410","Emergency Shelter (HUD)",752271,339228,47,47,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17411","Emergency Shelter (HUD)",752272,422813,45,45,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17412","Emergency Shelter (HUD)",752273,303335,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17413","Emergency Shelter (HUD)",752274,396882,39,39,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17414","Emergency Shelter (HUD)",752275,361988,63,63,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17415","Emergency Shelter (HUD)",752276,423650,34,34,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17416","Emergency Shelter (HUD)",752277,418755,43,43,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17417","Emergency Shelter (HUD)",752278,336873,36,36,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17418","Emergency Shelter (HUD)",752279,329965,50,50,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17419","Emergency Shelter (HUD)",752280,307928,45,45,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17420","Emergency Shelter (HUD)",752281,385366,57,57,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17421","Emergency Shelter (HUD)",752282,388787,52,52,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17422","Emergency Shelter (HUD)",752283,134203,58,58,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17423","Emergency Shelter (HUD)",752284,373834,56,56,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17424","Emergency Shelter (HUD)",752285,380497,56,56,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17425","Emergency Shelter (HUD)",752286,305175,56,56,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17426","Emergency Shelter (HUD)",752287,401079,55,55,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17427","Emergency Shelter (HUD)",752288,306872,60,60,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17428","Emergency Shelter (HUD)",752289,441493,41,41,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17429","Emergency Shelter (HUD)",752290,375385,54,54,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
